name,review_count,categories,rating,coordinates,price
The Epicurean Trader,145,"cheese,beer_and_wine",4.5,"37.73936,-122.41761",$$
Choux,347,"bakeries,desserts,french",4.5,"37.7718525471645,-122.4302821462",$
Pepito's Paletas,99,"catering,fooddeliveryservices",4.5,"37.736854597678764,-122.40535961386702",$
Ap’s Cafe,34,"cafes,empanadas",5.0,"37.7513241022825,-122.434401288629",
Four Star Seafood & Provisions,59,"seafoodmarkets,grocery",5.0,"37.7216521,-122.3912876",
Sour Flour,198,"cookingschools,bakeries",4.5,"37.7374685,-122.3891828",$$
Bob's Donuts,167,"donuts,bakeries",4.5,"37.77653,-122.44185",$
Twyne,7,coffee,4.5,"37.77472564255962,-122.3902593",
The Fresh Cup,8,"coffee,juicebars,sandwiches",5.0,"37.76049039999999,-122.41728303158516",
Matching Half Cafe,425,"coffee,breakfast_brunch,sandwiches",4.0,"37.777294112938,-122.44146193004",$
Rico Pan Latin Pastries,68,bakeries,4.5,"37.6252300695577,-122.410950064659",$$
Starbucks,102,coffee,3.5,"37.664531,-122.445516",$
Jamba,2,juicebars,2.0,"37.700642594156584,-122.48315714299677",
Baysider Cafe,68,"delis,cafes",4.0,"37.6466539,-122.39408",$
Juice Portal,59,juicebars,4.0,"37.739213,-122.467883",
Alimentari Aurora,23,"gourmet,delis",5.0,"37.76243,-122.39682",
City Lunch Restaurant,42,"breakfast_brunch,korean",4.0,"37.72577,-122.3868",$$
Mazzetti's Bakery,1327,"bakeries,donuts,cupcakes",4.0,"37.64949,-122.49023",$$
Martha & Brothers Coffee,229,coffee,4.0,"37.7518,-122.42896",$
47 Hills Brewing Company,243,breweries,4.5,"37.644218,-122.413452",$$
Bacon Bacon,10,breakfast_brunch,2.5,"37.6366504,-122.4005461496308",
Coffee Magic,4,coffee,4.5,"37.727912902832,-122.425117492676",$
Gram Cafe & Pancakes,1044,"pancakes,japanese,cafes",4.0,"37.72707425410887,-122.47721004484404",$$
Rosi's Alfajores,56,"desserts,empanadas,peruvian",5.0,"37.699373,-122.464761",$
Zola,1,gourmet,3.0,"37.750309,-122.4024506",
Butter Love Bakeshop,195,"desserts,bakeries",4.0,"37.7754,-122.49873",$$
Java On Ocean Coffee House,501,"coffee,breakfast_brunch,cafes",3.5,"37.72498,-122.46019",$
Cafe Josephine,24,"coffee,breakfast_brunch,sandwiches",5.0,"37.76417,-122.43865",
Muddy Waters Coffee House,315,coffee,3.0,"37.7645,-122.42158",$
SweetHoney Dessert  - Colma,831,"desserts,juicebars,icecream",4.0,"37.6771849,-122.4688645",$$
Cake Coquette,250,"desserts,bakeries",4.5,"37.7398401765698,-122.409474823943",$$
El Café,103,"cafes,coffee,bagels",4.5,"37.742945,-122.481242",$
Lava Java,210,"coffee,breakfast_brunch",4.0,"37.7669286,-122.4528939",$
"UpForDayz Coffee, Tea & Juice",199,"coffee,juicebars,breakfast_brunch",5.0,"37.7538,-122.42099",$
Cumaica Coffee,103,coffee,3.5,"37.72271,-122.43665",$
Cool Guys Market,31,grocery,4.5,"37.72167,-122.46199",$
Zazie,5004,"breakfast_brunch,french,wine_bars",4.0,"37.76529,-122.45015",$$
Sunday Social,1499,"icecream,bakeries",4.5,"37.7579189836979,-122.388044670224",$$
Alnico,510,"asianfusion,breakfast_brunch,chicken_wings",4.0,"37.755952,-122.421328",$$
NUSA,6,"bakeries,desserts,indonesian",4.5,"37.7501624,-122.4141189",
Cafe Gonzalez,17,"breakfast_brunch,cafes,coffee",5.0,"37.74543,-122.42252",$
Bean Bag Cafe,944,"coffee,burgers,sandwiches",4.0,"37.7750101,-122.4378421",$$
Front,179,coffeeroasteries,4.0,"37.763261,-122.412559",$
Roberts Corned Meats,35,meats,5.0,"37.7721672058105,-122.407806396484",$
Diamond Cafe,171,"cafes,breakfast_brunch,creperies",4.5,"37.7512897856745,-122.43616884886",$$
Ling Nam Starbread,91,"filipino,bakeries,donuts",4.0,"37.65071352042805,-122.46836204669215",
Golden Bear Trading Company,1430,"coffee,beer_and_wine,gourmet",4.5,"37.7621609,-122.463128",$$
Castro Coffee Company,263,coffee,4.5,"37.7621868135634,-122.434965349623",$
Noe Bagel,107,"bagels,breakfast_brunch",4.0,"37.7514756470919,-122.430416867137",$
Dianda's Italian American Pastry,713,"bakeries,customcakes",4.0,"37.75096,-122.41797",$$
Butter&,310,"cakeshop,bakeries,customcakes",5.0,"37.761726442284726,-122.39172394788093",$$
New Belgium Brewing,117,"beerbar,brewpubs",4.0,"37.775767,-122.390224",$$
Parkside Farmer's Market,144,farmersmarket,4.5,"37.743063,-122.4723009",$
Temo’s Cafe,172,coffeeroasteries,4.5,"37.7527885,-122.4122009",$
Savor Arabica,1,"cafes,salad,sandwiches",5.0,"37.76407,-122.46231",
Sweet Delight Bakery,106,"bakeries,dimsum",4.0,"37.7262153625488,-122.434005737305",$
Kitten and Pinky,198,"vietnamese,sandwiches,coffee",4.5,"37.635563,-122.491749",$
Cafe Banc,75,"coffee,popupshops,sharedofficespaces",4.5,"37.7695241,-122.4216614",$
Queens,66,"grocery,korean,beer_and_wine",4.5,"37.76526,-122.46672",$$
Hong Kong Bakery,49,bakeries,4.0,"37.72279,-122.43589",$
La Promenade Café,358,"coffee,sandwiches,bagels",4.5,"37.7755377573718,-122.498195921188",$
The Center SF,248,"venues,tea,yoga",5.0,"37.7744762599468,-122.43085809052",$$
Sunset Bakery,482,bakeries,4.5,"37.7618241169512,-122.465992439389",$
Noe Valley Farmers Market,92,farmersmarket,3.5,"37.7514787208587,-122.429098641326",$$
Avedano's Holly Park Market,181,"meats,butcher,sandwiches",4.5,"37.73964,-122.41887",$$$
RAW Sugar Factory,758,"breakfast_brunch,asianfusion,thai",4.0,"37.76444,-122.42157",$$
Rico Pan Bakery Salvadoreno,43,bakeries,4.0,"37.7369613647461,-122.423950195312",$
Noeteca Wine Bar,504,"wine_bars,cafes,brazilian",4.5,"37.74453,-122.42407",$$
Pebbles Cafe,105,"sandwiches,brazilian,cafes",4.0,"37.7338027954102,-122.434242248535",$
Simply SF,5,"coffee,juicebars",4.0,"37.7695263,-122.4063651",$$
Cafe Valencia San Francisco,96,"cafes,brazilian,acaibowls",4.0,"37.75281,-122.42101",$$
Blue Tiger Coffee Service,1,coffee,4.0,"37.7276115,-122.381367",$$
Cafecito Latino,2,"latin,coffee,juicebars",4.5,"37.71665,-122.44135",
Oxbridge Market,109,"grocery,beer_and_wine,delis",4.5,"37.72891,-122.41968",$$
Outerlands,2357,"breakfast_brunch,tradamerican,cocktailbars",4.0,"37.76025390625,-122.505020141602",$$
Sweet Dreams Bakery,377,"bakeries,desserts,cupcakes",4.0,"37.6839308,-122.4634064",$$
Lovejoy's Attic,50,"tea,antiques",4.5,"37.749191,-122.426895",$$
Kan Kiin Brunch & Thai Eatery,100,"thai,breakfast_brunch",3.5,"37.697031,-122.484298",$$
Thorough Bread & Pastry,924,"sandwiches,coffee,cakeshop",4.5,"37.7665123809431,-122.429034858942",$
Panaderia Andrea,26,bakeries,4.5,"37.7259,-122.43354",$
Baker Doe,22,bakeries,4.5,"37.77448,-122.40916",$$$$
Peasant Pies Noe Valley,288,"desserts,breakfast_brunch",4.0,"37.7513748018903,-122.434446959525",$
Kiss My Seoul,49,"korean,catering,breakfast_brunch",5.0,"37.7750678,-122.4031672",$$
Earth Tone Cafe,12,cafes,4.5,"37.76381648574873,-122.46936106655068",
Peet's Coffee,87,coffee,3.0,"37.7214418282263,-122.478016018868",$
Tarragon Cafe,78,cafes,4.5,"37.77139,-122.43014",$$
Philz Coffee,38,coffee,4.5,"37.76792,-122.38739",$$
Cafe La Taza,405,"coffee,latin,breakfast_brunch",4.0,"37.75748,-122.41859",$$
Central Coffee Tea & Spice,328,cafes,4.5,"37.7742194384336,-122.444210797548",$
Donut King,24,"donuts,coffee,breakfast_brunch",4.5,"37.6566516,-122.4162268",$
Chadwick's,22,bakeries,4.5,"37.76283,-122.43435",
Rolling Cafe,2,streetvendors,4.5,"37.7481194,-122.4202499",
Precita Park Cafe,473,"cafes,newamerican,pizza",3.5,"37.74709621508451,-122.41046186584735",$$
Atlas Cafe,850,"sandwiches,breakfast_brunch,cafes",4.0,"37.758955413633004,-122.411453",$$
Gus’s Community Market,518,"grocery,bakeries,sandwiches",4.0,"37.73398,-122.43363",$$
Swirl on Castro,134,"beer_and_wine,wine_bars",4.5,"37.7597274780273,-122.435256958008",$$
Gama Ride,66,"arcades,cafes",4.0,"37.636615,-122.416912",$$
Rad Radish,109,"vegan,vegetarian,breakfast_brunch",4.5,"37.77694,-122.42149",$$
Westlake Coffee Shop,138,"tradamerican,breakfast_brunch,cafes",3.5,"37.7018607,-122.4706101",$$
Happy Donuts,279,"donuts,coffee",4.0,"37.751624,-122.427602",$
Creighton's American Bakery,86,"bakeries,coffee,breakfast_brunch",3.5,"37.74455,-122.45256",$
Sidewalk Juice,196,"juicebars,acaibowls,kombucha",4.0,"37.7526166081331,-122.414266591402",$$
1428 HAIGHT Patio Cafe & Crepery,467,"tradamerican,creperies,breakfast_brunch",4.0,"37.77036,-122.44596",$$
Milkbomb Ice Cream,759,"icecream,donuts",4.5,"37.764788631805,-122.40119110172758",$$
Daily Driver,322,"bagels,coffee,breakfast_brunch",3.0,"37.75756,-122.38782",
Diamond Head General Store,146,"hawaiian,gourmet",3.5,"37.6189636161314,-122.4093622",$$
Philz Coffee,335,"coffee,breakfast_brunch",4.5,"37.75118190285389,-122.43838046048",$
Pedro Point Brewing,112,breweries,5.0,"37.6513309978664,-122.492178038696",$
Za'atar,162,"mediterranean,fooddeliveryservices,catering",4.5,"37.75097,-122.394127",
Charlie’s Cafe,98,"delis,cafes",4.5,"37.7471628312799,-122.413895074377",$$
Hazel's Kitchen,438,"sandwiches,breakfast_brunch,bagels",4.5,"37.7624836606129,-122.396079897881",$
Bistro Central Parc,1028,"french,breakfast_brunch,italian",4.5,"37.775023,-122.44427",$$
The Tea House of the Sacred Heart,10,"tea,yoga",4.5,"37.77454,-122.43061",$$
Cafe Reverie,630,"sandwiches,breakfast_brunch,wine_bars",4.0,"37.76612,-122.44986",$$
New College Hill Market,106,"convenience,bagels,sandwiches",4.5,"37.7360763549805,-122.424774169922",$
Alemany Farmers’ Market,427,farmersmarket,4.5,"37.7357655734214,-122.409989833831",$
Cafe International,442,"coffee,sandwiches,bagels",4.0,"37.77227,-122.43084",$
Salty Sweet Cookies,31,"bakeries,desserts",4.5,"37.74434,-122.47868",
Jasmine Rae Bakery,87,"bakeries,customcakes",4.5,"37.76328,-122.41042",$$
Reem's California Mission,168,"bakeries,arabian,mideastern",4.0,"37.75053,-122.41809",$$
Flour & Water Pasta Shop,48,"wine_bars,pastashops,sandwiches",4.0,"37.759246,-122.411045",$$
Banh Mi & Rolls,72,"vietnamese,sandwiches,coffee",4.0,"37.7282,-122.404029",$
Drool,2,"popupshops,bakeries,desserts",5.0,"37.759987,-122.387784",
Jump Start Coffee & Grocery,117,"coffee,sandwiches,beer_and_wine",4.5,"37.752118894686,-122.42306935858",$
Auntie Em's Fine Foods & Pastries,296,"bakeries,cupcakes,filipino",4.0,"37.6566246,-122.4371454",$
Martha & Bros Coffee Company,234,"coffee,sandwiches,coffeeroasteries",4.0,"37.745998,-122.426645",$
B & J 1/4 Lb Burgers,82,"tradamerican,burgers,breakfast_brunch",3.5,"37.7223005,-122.3959689",$
Marina's Cafe,18,"cafes,coffee",4.0,"37.6281987962284,-122.401075605121",$
DayDream Cake Shop,253,"desserts,cakeshop,coffee",4.5,"37.753908,-122.490217",$$$
La Boulangerie de San Francisco,100,"coffee,bakeries,breakfast_brunch",3.5,"37.75181,-122.42938",$$
Lucho's,402,"newamerican,pancakes",4.5,"37.73193,-122.47434",$$
Sidewalk Juice,11,"coffee,juicebars,acaibowls",4.0,"37.6186228123714,-122.387018489319",
The Jelly Donut,318,"donuts,coffee",4.5,"37.7524365484715,-122.416111975908",$
Fancy Wheatfield Bakery,56,bakeries,4.0,"37.7630699590856,-122.482640147209",$$
Jolt 'n Bolt,112,"bakeries,coffee,cafes",4.0,"37.7600812094141,-122.387985130775",$
Homeroom,4,"fooddeliveryservices,italian,vegan",4.0,"37.69734,-122.4627917",
California Kahve,25,"foodtrucks,coffee,donuts",4.5,"37.76013,-122.47005",
The Deli Lama,102,"delis,cheesesteaks,breakfast_brunch",4.5,"37.74646,-122.39713",$
Wedemeyer Bakery,26,bakeries,4.5,"37.6461996138096,-122.399583533406",$
Chloe's Cafe,1055,"breakfast_brunch,cafes",4.0,"37.7486351154446,-122.42695521362",$$
Courtney Produce,230,"markets,grocery",4.5,"37.7671813964844,-122.435417175293",$
Cafe Bellini,47,"italian,beverage_stores",2.5,"37.763486016370045,-122.45875244147946",$
Royal Donuts,107,"donuts,coffee,sandwiches",3.5,"37.687547,-122.4657609",$
Truffle Poké Bar,145,"poke,sushi",4.0,"37.66258485197265,-122.3962595601272",$$
Beretta,356,"italian,pizza,breakfast_brunch",4.0,"37.775749,-122.43825",$$
SF Food Market,27,"salad,fooddeliveryservices,sandwiches",5.0,"37.73626,-122.39054",
Whole Foods Market,55,"grocery,healthmarkets,organic_stores",3.0,"37.72769302261769,-122.47653803083867",$$
Valerio's Tropical Bakeshop,145,"bakeries,filipino",4.0,"37.6744134586602,-122.478885163417",$
Fat Beli Deli,149,"delis,sandwiches,bagels",4.0,"37.72892,-122.40426",$$
Coffee To The People,537,coffee,4.0,"37.7700381,-122.4451237",$
Peet's Coffee & Tea,48,coffee,3.5,"37.62635,-122.427074",$
Cauliflower,27,"newamerican,breakfast_brunch,french",4.5,"37.764736,-122.423124",
Brazuca Grill,28,"brazilian,foodtrucks,acaibowls",4.5,"37.75804,-122.39167",$$
Railroad Expresso,63,"coffee,cafes",3.5,"37.73125,-122.45133",$
Le Marche Cezanne,4,"grocery,sandwiches,coffee",5.0,"37.76267,-122.39719",
85°C Bakery Cafe-Stonestown,200,"coffee,bakeries,cakeshop",3.0,"37.728042177045616,-122.47653990062584",$
Midtown Market,36,"grocery,meats,delis",3.5,"37.6826705932617,-122.403190612793",$$$
Bi-Rite Market,965,"gourmet,grocery,delis",4.5,"37.7613794289775,-122.424692944591",$$$
Thinkers Cafe,179,coffee,3.5,"37.7598,-122.39793",$
Cheese Boutique,211,"cheese,sandwiches,delis",5.0,"37.73459,-122.43334",$
Starbucks,88,coffee,2.0,"37.74117879,-122.38764225",$
Sheng Kee Bakery & Cafe,251,bakeries,3.5,"37.698963772156,-122.48241314559",$
Jeremiah's Pick Coffee Company,20,coffee,3.5,"37.7416475,-122.3864794",$$
Astranda Bakery,11,bakeries,4.0,"37.76507770458173,-122.42399230599405",
Marque Foods,2,"desserts,chocolate,wholesalers",5.0,"37.647409,-122.393986",$$
Destination Baking Company,328,"bakeries,coffee",4.0,"37.734663918065,-122.43228173013",$$
San Francisco Coffee Company,4,coffee,5.0,"37.76981,-122.41495",$$
Let's Be Frank,2,streetvendors,3.5,"37.76946,-122.42041",$
Five Mountains,3,organic_stores,3.5,"37.7499759,-122.404521",$$
Philz Coffee,1439,"coffee,breakfast_brunch",4.5,"37.77557759694534,-122.39341805559233",$
Racetrack Café,2,cafes,4.0,"37.6372030313758,-122.417339589021",
Duboce Park Cafe,517,"coffee,sandwiches,breakfast_brunch",3.5,"37.76921727055019,-122.4315338931033",$$
Boulevard Cafe,1892,"tradamerican,wine_bars,breakfast_brunch",3.5,"37.7039532644672,-122.475024310405",$$
Toast Eatery,333,"breakfast_brunch,sandwiches,tradamerican",3.0,"37.73923,-122.46787",$$
Cafe 101,102,coffee,4.0,"37.7209663,-122.478038",$
Double Shot Coffee #2,6,coffee,3.0,"37.7691351486972,-122.3902947823089",
NaYa Dessert Cafe,406,"desserts,coffee",4.0,"37.77721,-122.424937",$$
Hot Cookie,1590,"bakeries,desserts",4.0,"37.76227,-122.43494",$$
Pancake Boy,1178,"breakfast_brunch,burgers",4.0,"37.75124,-122.43213",$$
Lucky Coffee,11,cafes,4.5,"37.7548828523705,-122.404875382",
Twirl and Dip,279,"icecream,foodtrucks",4.0,"37.7687434304457,-122.468192115651",$
Ashbury Market,64,grocery,4.0,"37.7670517,-122.4466171",$$
The Salad Place,251,"tradamerican,salad,breakfast_brunch",4.5,"37.72278,-122.43554",$
La Boulangerie - San Francisco,165,"coffee,bakeries,breakfast_brunch",3.5,"37.7647738,-122.449517",$$
Karma Cafe,92,"coffee,sandwiches,juicebars",4.0,"37.77359,-122.44781",$$
Central Haight Market,32,grocery,4.5,"37.7703277273846,-122.443750178715",$$
Mochill Mochidonut,2,"donuts,desserts,juicebars",4.0,"37.6696031,-122.469413",
Anthony's Cookies,1802,"bakeries,coffee",4.5,"37.7502,-122.42013",$$
Roxie Food Center,1125,"grocery,sandwiches",4.5,"37.7267302,-122.4414182",$$
Café de Olla,48,"coffee,mexican",5.0,"37.76008,-122.4188",$$
The Castro Fountain,168,"bakeries,icecream",4.5,"37.75999,-122.43528",$$
The Salad Place & Rotisserie,97,"sandwiches,salad,breakfast_brunch",5.0,"37.71383,-122.4438",$$
Panaderia La Mexicana Bakery,114,bakeries,4.5,"37.7527959371649,-122.408736793918",$
Alamo Square Cafe,183,"sandwiches,coffee,bagels",4.0,"37.7760594,-122.4313766",$$
Genencafe B24/25,5,cafes,4.5,"37.6563911437988,-122.384880065918",$
Sisters Coffee Shop,59,"coffee,breakfast_brunch,bagels",4.0,"37.75807,-122.42143",$
Tripp Distillery,42,distilleries,5.0,"37.6428129565058,-122.49230414629",$$
Judahlicious,820,"juicebars,vegan,raw_food",3.5,"37.76068,-122.50408",$$
Best One Cup At A Time,1,coffee,5.0,"37.72891,-122.41968",
Stonestown Farmers Market,183,farmersmarket,4.5,"37.73027540692417,-122.47912669117636",$
Caffe Central,31,coffee,4.0,"37.76364919411273,-122.45915792232752",$$
City Baking Co,5,bakeries,4.0,"37.6474495,-122.4111862",
Philz Coffee,133,"coffee,breakfast_brunch",4.0,"37.76475,-122.40129",$
Outer Sunset Farmers Market & Mercantile ,24,farmersmarket,4.5,"37.749872,-122.495882",
Millay,11,winetastingroom,5.0,"37.76753,-122.42824",
Two Sons' Sandwiches,277,"sandwiches,salad,breakfast_brunch",4.5,"37.7643318,-122.4062195",$$
La Mejor Bakery,90,bakeries,4.0,"37.75196,-122.41911",$
True Laurel,307,"cocktailbars,breakfast_brunch,tradamerican",4.0,"37.75953,-122.411448",$$
Lee's Food Market,15,grocery,4.0,"37.7293963730335,-122.386288493872",$$
Church Street Cafe,295,"coffee,vietnamese,sandwiches",4.0,"37.76639,-122.429044",$
Speakeasy Ales & Lagers,425,"breweries,speakeasies",4.5,"37.738350088810435,-122.38091158079108",$$
The Little Spot Cafe,102,"coffee,bagels,sandwiches",4.5,"37.75411,-122.41607",$
Bay Area Milkman,1,fooddeliveryservices,5.0,"37.7561438,-122.4325682",
Big Joe's,565,breakfast_brunch,4.0,"37.73123,-122.45159",$$
Holey Bagel,150,"bakeries,bagels",3.5,"37.75172,-122.42912",$
West Coast Cafe,361,"italian,coffee",4.0,"37.623477,-122.410937",$$
Anchor Brewing Company,799,"breweries,venues",5.0,"37.76311,-122.40095",$$
Beach Chalet Brewery and Restaurant,3222,"breweries,tradamerican,breakfast_brunch",3.0,"37.769471115758,-122.51024866375",$$
JOE & THE JUICE,76,"juicebars,coffee,acaibowls",3.0,"37.77326,-122.39094",
Cuneo Bakery,9,bakeries,4.5,"37.65425,-122.40947",
Gilman Brewing Company - Daly City,164,brewpubs,4.0,"37.70120461765265,-122.47044629958536",$$
Mercury Cafe,336,"coffee,sandwiches",4.0,"37.7740082144737,-122.424194812775",$
Cafe 24,47,delis,3.5,"37.7668426930904,-122.391373962164",$$
Morning Due Cafe,582,"coffee,breakfast_brunch,newamerican",4.0,"37.7630481,-122.4284266",$$
Dinosaurs Vietnamese Sandwiches,792,"sandwiches,vietnamese,juicebars",4.0,"37.7315483093262,-122.472511291504",$$
The Rainbow Market,25,convenience,5.0,"37.7605343,-122.4384447",$
Philz Coffee,1104,"coffee,breakfast_brunch",4.5,"37.7601127624512,-122.4345703125",$
Gateway Kitchen,379,"filipino,chinese,breakfast_brunch",4.5,"37.7068693,-122.4579278",$
Sweets Collection,5,desserts,3.5,"37.7501803,-122.4140972",$$
H Mart - San Francisco,261,"food_court,grocery,korean",3.5,"37.710441244186484,-122.46754266321658",
Dolores Park Cafe,9,"cafes,coffeeroasteries,juicebars",4.5,"37.628367708440194,-122.4003617",
Le Marais Bakery,388,"bakeries,french,coffee",3.5,"37.76126,-122.43084",$$
Church Produce,147,"markets,grocery",4.5,"37.7422044,-122.4266575",$$
Grand Seven Food Liquor & Deli,56,"delis,sandwiches",4.5,"37.750324,-122.394058",$
Cafe XO,250,"coffee,sandwiches",3.5,"37.74235,-122.42634",$
US Foods CHEF'STORE,52,"grocery,wholesale_stores,suppliesrestaurant",4.0,"37.77045,-122.41829",$
L's Caffe,268,"coffee,sandwiches,bagels",4.5,"37.7525444030762,-122.40958404541",$
Malasa,178,"filipino,breakfast_brunch,tapasmallplates",4.5,"37.76336,-122.46593",$$
Oda Restaurant And Brewery,179,"bars,breweries,pizza",4.0,"37.768822,-122.3956221",$$
Earthbar,8,"juicebars,vitaminssupplements,acaibowls",2.5,"37.77353730103808,-122.4184519383539",
Upper Terrace Market,38,grocery,4.0,"37.7617669,-122.44526104349251",$$
Sixth Course,391,"desserts,chocolate,gelato",4.5,"37.7668797,-122.4186656",$$
Kitchen Story,3907,"breakfast_brunch,asianfusion,newamerican",4.0,"37.764290777795395,-122.43072410226956",$$
TJ Cafe,208,"burgers,breakfast_brunch,fishnchips",4.5,"37.7746827,-122.5099767",$
Midnite Bagel,88,"bagels,sandwiches",4.0,"37.76426424671958,-122.46504",$$
Parada 22,1401,"latin,puertorican,breakfast_brunch",4.0,"37.769217,-122.4521212",$$
Lelenita's Cakes,99,"bakeries,venues,customcakes",3.5,"37.73657,-122.42389",$$
Underdogs Too,391,"mexican,sportsbars,breakfast_brunch",4.0,"37.74202,-122.5048",$$
El Yucateco Bakery,6,"bakeries,coffee",4.0,"37.76493,-122.41791",
Manny's,187,"cafes,venues,nonprofit",4.5,"37.76517,-122.42159",$
Yonkers Cafe,283,"coffee,sandwiches,bagels",4.5,"37.75277,-122.50458",$
Equator Cafe,3,cafes,3.0,"37.76635,-122.39019",$
Ming Hui Dim Sum,53,"dimsum,bakeries",4.0,"37.7305240809599,-122.404693529567",$
Buddy,54,"bars,cafes,coffee",4.5,"37.7554,-122.41693",
Cannoli & Co,1,desserts,5.0,"37.75752970552918,-122.39293452654391",
Eterna Primavera Bakery,43,"breakfast_brunch,bakeries",4.5,"37.7525402638732,-122.411102280021",
STARBUCKS,141,coffee,3.5,"37.751341,-122.431709",$
Raymond's Sourdough Bread Outlet,242,bakeries,4.5,"37.6494842,-122.4181014",$
Drip Coffee,2,cafes,4.0,"37.77368,-122.45426",
New Taraval Cafe,597,"breakfast_brunch,diners,cafes",4.5,"37.74310182353412,-122.47775128530064",$$
Starbelly,2166,"newamerican,breakfast_brunch,cocktailbars",4.0,"37.76402,-122.43253",$$
Silver Cafe,39,"burgers,donuts,coffee",4.0,"37.72865,-122.43157",$
Caffé Trio,2,coffee,5.0,"37.659224,-122.439116",
Rocco's Café,1103,"italian,tradamerican,breakfast_brunch",4.0,"37.7759552001953,-122.40845489502",$$
The Morris,354,"newamerican,cocktailbars,desserts",4.5,"37.762967,-122.40856",$$$
Tortas Los Picudos,339,"mexican,juicebars,sandwiches",4.5,"37.75254,-122.41135",$$
JB's Place,219,"sandwiches,breakfast_brunch",4.5,"37.7649017,-122.3983826",$$
26th & Guerrero Market,78,grocery,4.5,"37.7486228942871,-122.422843933105",$$
Starbucks,339,coffee,3.0,"37.700767,-122.483179",$$
Silver Crest Donut Shop,122,"donuts,diners,divebars",3.5,"37.7423279123164,-122.406163911199",$$
Panaderia Y Mercado Hernandez,93,bakeries,4.0,"37.655862183989,-122.412042435447",$
Glen Park Cafe,41,breakfast_brunch,4.5,"37.73463,-122.43407",
Beyond The Border,59,"foodtrucks,latin",4.0,"37.644822,-122.4133003",$$
Dolores Park Cafe,742,"breakfast_brunch,coffeeroasteries,tradamerican",3.5,"37.76136230960482,-122.42586114188694",$$
Mochill Mochi Donut,102,donuts,3.5,"37.72856,-122.47688",$$
Noah's NY Bagels,353,"bagels,breakfast_brunch,sandwiches",2.0,"37.7324116242889,-122.489893505067",$
Mochica,734,"peruvian,cocktailbars,breakfast_brunch",4.0,"37.76242,-122.39718",$$
Sweet Chinito Coffee,127,"coffee,sandwiches,icecream",4.5,"37.7479028447744,-122.418558211852",$
House of Silvanas,457,"bakeries,desserts",4.0,"37.650325,-122.453939",$
City Cafe,1,"cafes,coffee",5.0,"37.68638,-122.46927",
Tastebuds,239,"cafes,soulfood,breakfast_brunch",4.0,"37.77715801324,-122.46266875416",$$
Buddie's Super Market,24,grocery,3.5,"37.7347145080566,-122.433654785156",$
Ocean Beach Cafe,150,"sandwiches,bars,coffee",4.5,"37.774624,-122.509856",$$
Artisan Gourmet French Macaron,105,"desserts,macarons",4.5,"37.7318496704102,-122.385246276855",$$$
LaLe,574,"breakfast_brunch,mediterranean,tapasmallplates",4.0,"37.763813,-122.465797",$$
The Plant Cafe Organic,118,"vegetarian,juicebars,cafes",3.0,"37.760067,-122.388107",$$
Planet Cafe,31,"internetcafe,coffee,sandwiches",5.0,"37.7757099,-122.42257",$$
Firefly Restaurant,1523,"newamerican,desserts,soup",4.0,"37.751206,-122.438189",$$$
Yo También Cantina,81,cafes,4.5,"37.76511,-122.46023",$$
L’Ardoise Bistro,1383,"french,wine_bars,desserts",4.5,"37.7665241,-122.4331385",$$$
Say Cheese,336,"cheese,sandwiches",4.5,"37.76607,-122.44975",$$
The Good Life Grocery,195,grocery,3.5,"37.73896,-122.41669",$$
Fable,757,"newamerican,wine_bars,breakfast_brunch",4.0,"37.759958,-122.435089",$$
Willkommen,186,"german,comfortfood,breweries",4.0,"37.7662780850621,-122.430849708617",$$
Whole Cakes,89,"desserts,bakeries",3.5,"37.76657,-122.39703",
Eating with the Seasons,107,csa,4.5,"37.775495,-122.4991649",$$
HOT JOHNNIE’S,362,"sandwiches,bbq,breakfast_brunch",4.5,"37.76083883893122,-122.4344859",$$
Atlas Cafe,2,"sandwiches,cafes,breakfast_brunch",4.0,"37.758937,-122.411413",
El Techo,2537,"latin,cocktailbars,breakfast_brunch",4.0,"37.75661,-122.41927",$$
Grocery Outlet Bargain Market,65,"grocery,discountstore",4.0,"37.73119,-122.408966",$
Toyose,1685,"korean,desserts,breakfast_brunch",3.5,"37.753199,-122.504706",$$
Spressa Coffee Bar,101,coffee,3.0,"37.717916044742,-122.474037410135",$
Juicey Lucy's,80,"juicebars,foodtrucks",3.0,"37.76909,-122.3903",$$
ATwater Tavern,448,"seafood,newamerican,breakfast_brunch",3.5,"37.7742624060048,-122.387184295116",$$
Frjtz,1283,"waffles,breakfast_brunch,burgers",3.5,"37.73683,-122.405",$$
How Ya Bean,63,"coffee,juicebars,catering",5.0,"37.773969,-122.410448",$$
The Velo Rouge Cafe,764,"breakfast_brunch,cafes",4.0,"37.775456,-122.458237",$$
Java Supreme,214,"breakfast_brunch,cafes",4.0,"37.75984,-122.42333",$
Shari's Cafe and Pies,492,"tradamerican,breakfast_brunch,diners",3.0,"37.630767,-122.4367967",$$
Mix Tradition’s,92,"tradamerican,mexican,breakfast_brunch",4.5,"37.7387,-122.41447",
Good Orchard Bakery,42,bakeries,3.5,"37.723408,-122.435432",$
The Baking Endeavor,11,"bakeries,farmersmarket,popupshops",5.0,"37.753204,-122.504703",
D’Maize,71,"breakfast_brunch,salvadoran",4.5,"37.7531,-122.4078",$
Foothill Market,9,grocery,4.0,"37.7237068,-122.4021447",$
